FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Place_name,Cases,Cases_Label,ReportWeekBegin,ReportWeekEnd,ReportWeek,ReportYear,RunDate
2021-04-04,2021-04-10,14,2021,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,CRE,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Cryptosporidiosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Giardiasis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Gonorrhea,Oregon,112,112,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Legionellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Early syphilis,Oregon,30,30,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Gonorrhea,Oregon,145,145,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Hepatitis A,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Hepatitis C (chronic),Oregon,52,52,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-13,2020-12-19,51,2020,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Campylobacteriosis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Childhood lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Chlamydia,Oregon,229,229,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Cryptosporidiosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Early syphilis,Oregon,15,15,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Gonorrhea,Oregon,117,117,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Hepatitis C (chronic),Oregon,53,53,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-20,2020-12-26,52,2020,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Childhood lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Cryptosporidiosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Giardiasis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Legionellosis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2020-12-27,2021-01-02,53,2020,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,E. coli (STEC),Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Pesticide Poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-03,2021-01-09,1,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-10,2021-01-16,2,2021,Coccidioidomycosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-10,2021-01-16,2,2021,E. coli (STEC),Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-10,2021-01-16,2,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-10,2021-01-16,2,2021,Pesticide Poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-10,2021-01-16,2,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,E. coli (STEC),Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Salmonellosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,CRE,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,Cryptococcosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,Giardiasis,Oregon,10,10,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,HIV,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,Salmonellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-03-28,2021-04-03,13,2021,Tuberculosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Hepatitis B (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Pesticide Poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Shigellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Campylobacteriosis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Chlamydia,Oregon,311,311,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Early syphilis,Oregon,19,19,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Extrapulmonary NTM,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Hepatitis C (chronic),Oregon,57,57,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Malaria,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,E. coli (STEC),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Gonorrhea,Oregon,115,115,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Pesticide Poisoning,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Adult lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Hepatitis B (chronic),Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Coccidioidomycosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Giardiasis,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,HIV,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Salmonellosis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Tuberculosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Childhood lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Cryptosporidiosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Giardiasis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,HIV,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Giardiasis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Hepatitis B (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,HIV,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Legionellosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,HIV,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Pesticide Poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,E. coli (STEC),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Pesticide Poisoning,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Adult lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,E. coli (STEC),Oregon,10,10,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Pesticide Poisoning,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Tuberculosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-09,2021-05-15,19,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Cryptococcosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,E. coli (STEC),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Hepatitis B (chronic),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Lyme disease,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Meningococcal disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Salmonellosis,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Shigellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,Tuberculosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-16,2021-05-22,20,2021,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-23,2021-05-29,21,2021,Adult lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Campylobacteriosis,Oregon,12,12,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Chlamydia,Oregon,286,286,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Early syphilis,Oregon,20,20,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Extrapulmonary NTM,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Hepatitis C (chronic),Oregon,62,62,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,HIV,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-04,2021-04-10,14,2021,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,E. coli (STEC),Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Gonorrhea,Oregon,108,108,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Pesticide Poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-11,2021-04-17,15,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Campylobacteriosis,Oregon,13,13,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Chlamydia,Oregon,291,291,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Early syphilis,Oregon,24,24,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Hepatitis C (chronic),Oregon,71,71,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-18,2021-04-24,16,2021,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,CRE,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,E. coli (STEC),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Giardiasis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Gonorrhea,Oregon,110,110,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Salmonellosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-04-25,2021-05-01,17,2021,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Cryptosporidiosis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Hepatitis B (chronic),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Lyme disease,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,Shigellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-05-02,2021-05-08,18,2021,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-17,2021-01-23,3,2021,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Adult lead poisoning,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Hepatitis B (chronic),Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Salmonellosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2021-01-24,2021-01-30,4,2021,Shigellosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
